"","Family","Genus","Species","sci_name","nutrient_data","ctmax_estimate","gl_fish","SpecCode","SpeciesRefNo","FBname","Fresh","Brack","Saltwater","LongevityWild","Vulnerability","Length","LTypeMaxM","CommonLength","LTypeComM","Weight","Importance","DietTroph","DietSeTroph","DietRemark","FoodTroph","FoodSeTroph","FoodRemark","TLinfinity_mean","K_mean","TLinfinity_sd","K_sd"
"986","Cichlidae","Hemichromis","guttatus","Hemichromis guttatus",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","Cichlidae","Pseudocrenilabrus","multicolor","Pseudocrenilabrus multicolor",NA,"Y",NA,6894,5682,"Egyptian mouth-brooder",1,0,0,NA,10,8,"TL",NA,NA,NA," ",NA,NA,NA,3.04,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"988","Cichlidae","Pterophyllum","scalare","Pterophyllum scalare",NA,"Y",NA,4717,36377,"Freshwater angelfish",1,0,0,NA,10,10.5,"TL",NA,NA,25,"highly commercial",NA,NA,NA,3.6,0.59,"Tentative trophic level derived from 1 + troph of a single food item",NA,NA,NA,NA
"989","Cichlidae","Sarotherodon","melanotheron","Sarotherodon melanotheron",NA,"Y",NA,1412,4999,"Blackchin tilapia",1,1,1,NA,16.36,28,"SL",17.5,"TL",NA,"commercial",NA,NA,NA,2.21,0.14,"Trophic level estimated from a number of food items using a randomized resampling routine.",23.3168428571429,1.78292857142857,5.08349716862535,1.78374034262
"990","Cichlidae","Sarotherodon","melanotheron","Sarotherodon melanotheron",NA,"Y",NA,1412,4999,"Blackchin tilapia",1,1,1,NA,16.36,28,"SL",17.5,"TL",NA,"commercial",NA,NA,NA,2.21,0.14,"Trophic level estimated from a number of food items using a randomized resampling routine.",23.3168428571429,1.78292857142857,5.08349716862535,1.78374034262
"991","Cichlidae","Sarotherodon","melanotheron","Sarotherodon melanotheron",NA,"Y",NA,1412,4999,"Blackchin tilapia",1,1,1,NA,16.36,28,"SL",17.5,"TL",NA,"commercial",NA,NA,NA,2.21,0.14,"Trophic level estimated from a number of food items using a randomized resampling routine.",23.3168428571429,1.78292857142857,5.08349716862535,1.78374034262
"992","Cichlidae","Tilapia","mariae","Tilapia mariae",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","Cirrhitidae","Cirrhitichthys","oxycephalus","Cirrhitichthys oxycephalus",NA,"Y",NA,5830,2334,"Coral hawkfish",0,0,1,NA,10,10,"TL",NA,NA,NA,"commercial",NA,NA,NA,4.01,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"994","Cirrhitidae","Paracirrhites","hemistictus","Paracirrhites hemistictus",NA,"Y",NA,5953,2334,"Whitespot hawkfish",0,0,1,NA,19,29,"TL",20,"TL",NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","Clupeidae","Dorosoma","petenense","Dorosoma petenense",NA,"Y",NA,1606,188,"Threadfin shad",1,1,1,4,23,33,"TL",10,"SL",NA,"minor commercial",2.76,0.078,"Troph of adults from 4 studies.",2.82,0.27,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"996","Cobitidae","Misgurnus","fossilis","Misgurnus fossilis",NA,"Y",NA,4790,59043,"Weatherfish",1,1,0,NA,20.7,30,"TL",15,"TL",NA,"of no interest",NA,NA,NA,3.4,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",52,0.12,NA,NA
"997","Cottidae","Clinocottus","analis","Clinocottus analis",NA,"Y",NA,4057,2850,"Woolly sculpin",0,0,1,NA,25.15,18,"TL",NA,NA,NA,NA,3.08,0.26,"Troph of juv./adults from 1 study.",2.97,0.39,"Trophic level estimated from a number of food items using a randomized resampling routine.",11.65,0.355,0.919238815542512,0.205060966544099
"998","Cottidae","Cottus","bairdii","Cottus bairdii",NA,"Y","Y",4065,5723,"Mottled sculpin",1,0,0,2,10,15,"TL",8.39999961853027,"TL",NA,NA,NA,NA,NA,3.29,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"999","Cottidae","Cottus","carolinae","Cottus carolinae",NA,"Y",NA,4067,5723,"Banded sculpin",1,0,0,NA,10,18,"TL",9.5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","Cottidae","Cottus","gobio","Cottus gobio",NA,"Y",NA,2439,55856,"Bullhead",1,1,0,10,10,18,"TL",10,"TL",NA,"of no interest",3.23,0.242,"Troph of juv./adults from 2 studies.",3.27999997138977,0.4822,"Trophic level estimated from a number of food items using a randomized resampling routine.",6.875,0.625,0.43493294502333,0.221735578260835
"1001","Cottidae","Cottus","hypselurus","Cottus hypselurus",NA,"Y",NA,10359,121014,"Ozark sculpin",1,0,0,NA,10,8.5,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","Cottidae","Cottus","paulus","Cottus paulus",NA,"Y",NA,4081,5723,"Pygmy sculpin",1,0,0,2,10,4.5,"TL",3,"TL",NA,"of no interest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","Cottidae","Cottus","tallapoosae","Cottus tallapoosae",NA,"Y",NA,64191,72414,NA,1,0,0,NA,10,7.73000001907349,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","Cottidae","Oligocottus","maculosus","Oligocottus maculosus",NA,"Y",NA,4128,2850,"Tidepool sculpin",0,1,1,NA,37.33,8.89999961853027,"TL",NA,NA,NA," ",NA,NA,NA,3.38,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",10.2,0.208,NA,NA
"1005","Cynoglossidae","Cynoglossus","puncticeps","Cynoglossus puncticeps",NA,"Y",NA,4807,9895,"Speckled tonguesole",1,1,1,NA,24.41,35,"SL",9,"TL",NA,"commercial",NA,NA,NA,3.54,0.41,"Trophic level estimated from a number of food items using a randomized resampling routine.",24.5,0.65,NA,NA
"1006","Leuciscidae","Agosia","chrysogaster","Agosia chrysogaster",NA,"Y",NA,2742,86798,"Longfin dace",1,0,0,NA,10,10,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","Leuciscidae","Alburnus","alburnus","Alburnus alburnus",NA,"Y",NA,4730,13696,"Bleak",1,1,0,NA,30.72,25,"TL",15,"TL",60,"minor commercial",NA,NA,NA,2.70000004768372,0.2949,"Trophic level estimated from a number of food items using a randomized resampling routine.",18.4333333333333,0.386333333333333,5.02540213979604,0.141473201231423
"1008","Leuciscidae","Alburnus","chalcoides","Alburnus chalcoides",NA,"Y",NA,5473,59043,"Danube bleak",1,1,0,NA,63.37,40,"TL",20,"TL",NA,"commercial",NA,NA,NA,3.37,0.41,"Trophic level estimated from a number of food items using a randomized resampling routine.",33.0333333333333,0.158111111111111,6.22539757766522,0.0738959478666531
"1009","Leuciscidae","Ballerus","ballerus","Ballerus ballerus",NA,"Y",NA,6374,59043,"Zope",1,1,0,NA,49.24,49,"TL",20,"TL",1085,"minor commercial",NA,NA,NA,3.21,0.36,"Trophic level estimated from a number of food items using a randomized resampling routine.",39.85,0.1865,0.212132034355962,0.00636396103067893
"1010","Cyprinidae","Barbus","barbus","Barbus barbus",NA,"Y",NA,4472,31730,"Barbel",1,0,0,15,70.06,120,"TL",30,"TL",12000,"minor commercial",NA,NA,NA,3.1,0.39,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.095,NA,0.0703562363973514
"1011","Cyprinidae","Barilius","bendelisis","Barilius bendelisis",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","Leuciscidae","Chrosomus","eos","Chrosomus eos",NA,"Y","Y",2927,86798,"Northern redbelly dace",1,0,0,3,12.18,8,"TL",4.75,"TL",NA,"commercial",2.51,0.106,"Troph of adults from 3 studies.",3.05,0.34,"Trophic level estimated from a number of food items using a randomized resampling routine.",6,1.13,NA,NA
"1013","Leuciscidae","Chrosomus","erythrogaster","Chrosomus erythrogaster",NA,"Y","Y",2928,86798,"Southern redbelly dace",1,0,0,3,10,9.10000038146973,"TL",5.75,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","Leuciscidae","Chrosomus","neogaeus","Chrosomus neogaeus",NA,"Y","Y",2929,86798,"Finescale dace",1,0,0,6,10,11,"TL",6,"TL",NA,NA,2.63,NA,"Troph of adults from 1 study.",3.02,0.32,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1015","Leuciscidae","Clinostomus","elongatus","Clinostomus elongatus",NA,"Y","Y",2746,86798,"Redside dace",1,0,0,4,29.5,12,"TL",8.89999961853027,"TL",NA,NA,NA,NA,NA,3.2,0.4,"Tentative trophic level derived from 1 + troph of a single food item",10.56,0.39,NA,NA
"1016","Leuciscidae","Cyprinella","lutrensis","Cyprinella lutrensis",NA,"Y","Y",2876,86798,"Red shiner",1,0,0,3,10,9.30000019073486,"TL",4.94999980926514,"TL",NA,"commercial",NA,NA,NA,2.82,0.32,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1017","Leuciscidae","Cyprinella","spiloptera","Cyprinella spiloptera",NA,"Y","Y",2903,86798,"Spotfin shiner",1,0,0,5,10,12,"TL",7.65000009536743,"TL",NA,NA,2.83,0.149,"Troph of juv./adults from 3 studies.",3.24,0.42,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1018","Cyprinidae","Danio","albolineatus","Danio albolineatus",NA,"Y",NA,10824,37788,"Pearl danio",1,0,0,NA,10,9.57999992370605,"TL",3.40000009536743,"SL",10.5200004577637,"highly commercial",NA,NA,NA,3.03,0.35,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1019","Cyprinidae","Danio","choprae","Danio choprae",NA,"Y",NA,24366,13393,NA,1,0,0,NA,10,3.0699999332428,"SL",NA,NA,NA,"of no interest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","Cyprinidae","Danio","rerio","Danio rerio",NA,"Y",NA,4653,4832,"Zebra danio",1,0,0,NA,11.36,3.79999995231628,"SL",NA,NA,NA,"of no interest",3.11,0.064,"Troph of juv./adults from 12 studies.",3.21,0.37,"Trophic level estimated from a number of food items using a randomized resampling routine.",4.21053333333333,2.12333333333333,0.884269672290831,1.59926024565526
"1021","Leuciscidae","Dionda","diaboli","Dionda diaboli",NA,"Y",NA,2749,86798,"Devils River minnow",1,0,0,NA,10,6.40000009536743,"TL",3.90000009536743,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","Leuciscidae","Ericymba","buccata","Ericymba buccata",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","Leuciscidae","Gila","coerulea","Gila coerulea",NA,"Y",NA,2759,86798,"Blue chub",1,0,0,NA,31,41,"TL",22,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","Leuciscidae","Gila","elegans","Gila elegans",NA,"Y",NA,2764,86798,"Bonytail",1,0,0,NA,44.8,62,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","Leuciscidae","Gila","intermedia","Gila intermedia",NA,"Y",NA,6119,86798,"Gila chub",1,0,0,NA,28,38,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","Leuciscidae","Gila","robusta","Gila robusta",NA,"Y",NA,2769,86798,"Roundtail chub",1,0,0,8,33,43,"TL",30,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","Cyprinidae","Gobio","gobio","Gobio gobio",NA,"Y",NA,4478,59043,"Gudgeon",1,1,0,8,30.82,21,"TL",12,"TL",220,"commercial",NA,NA,NA,3.13,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",19.6375,0.291185,2.27060014093191,0.0435281162009109
"1028","Leuciscidae","Hesperoleucus","symmetricus","Hesperoleucus symmetricus",NA,"Y",NA,2771,86798,"California roach",1,0,0,5,24.17,11,"TL",8.25,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA
"1029","Leuciscidae","Hybognathus","placitus","Hybognathus placitus",NA,"Y",NA,2776,86798,"Plains minnow",1,1,0,NA,10,13,"TL",7,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","Leuciscidae","Hybopsis","amblops","Hybopsis amblops",NA,"Y","Y",2779,10294,"Bigeye chub",1,0,0,NA,10,10,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","Leuciscidae","Lavinia","exilicauda","Lavinia exilicauda",NA,"Y",NA,2796,86798,"Hitch",1,0,0,6,26,36,"TL",25,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","Leuciscidae","Lepidomeda","copei","Lepidomeda copei",NA,"Y",NA,2760,86798,"Northern leatherside chub",1,0,0,NA,10,15,"TL",8.5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","Leuciscidae","Lepidomeda","mollispinis","Lepidomeda mollispinis",NA,"Y",NA,2799,86798,"Virgin spinedace",1,0,0,3,10,15,"TL",7.25,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","Leuciscidae","Luxilus","chrysocephalus","Luxilus chrysocephalus",NA,"Y","Y",2849,86798,"Striped shiner",1,0,0,4,24.87,24,"TL",8.25,"TL",NA,NA,NA,NA,NA,3.27,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",12.57798,0.53,NA,NA
"1035","Leuciscidae","Luxilus","cornutus","Luxilus cornutus",NA,"Y","Y",2851,86798,"Common shiner",1,0,0,6,10,18,"TL",8.30000019073486,"TL",NA,NA,2.75,0.157,"Troph of adults from 2 studies.",2.87,0.34,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1036","Leuciscidae","Luxilus","zonatus","Luxilus zonatus",NA,"Y",NA,2918,86798,"Bleeding shiner",1,0,0,3,10,13,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","Leuciscidae","Lythrurus","umbratilis","Lythrurus umbratilis",NA,"Y","Y",2910,86798,"Redfin shiner",1,0,0,3,10,8.80000019073486,"TL",5.34999990463257,"TL",NA,NA,NA,NA,NA,3.03,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1038","Leuciscidae","Meda","fulgida","Meda fulgida",NA,"Y",NA,2802,86798,"Spikedace",1,0,0,NA,10,9.10000038146973,"TL",6.34999990463257,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","Leuciscidae","Mylopharodon","conocephalus","Mylopharodon conocephalus",NA,"Y",NA,2805,86798,"Hardhead",1,0,0,NA,60,100,"TL",35,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","Leuciscidae","Nocomis","biguttatus","Nocomis biguttatus",NA,"Y","Y",2807,86798,"Hornyhead chub",1,0,0,4,16,26,"TL",11,"TL",NA,NA,NA,NA,NA,3.03,0.37,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1041","Leuciscidae","Nocomis","micropogon","Nocomis micropogon",NA,"Y","Y",2810,86798,"River chub",1,0,0,5,23,33,"TL",13.5,"TL",NA,NA,NA,NA,NA,3.17,0.42,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1042","Leuciscidae","Notemigonus","crysoleucas","Notemigonus crysoleucas",NA,"Y","Y",276,86798,"Golden shiner",1,1,0,9,22,32,"TL",14.3500003814697,"TL",NA,"minor commercial",2.65,0.1,"Troph of juv./adults from 3 studies.",2.62,0.24,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1043","Leuciscidae","Notropis","atherinoides","Notropis atherinoides",NA,"Y","Y",2824,3814,"Emerald shiner",1,0,0,4,15.41,13,"TL",8.55000019073486,"TL",NA,"minor commercial",NA,NA,NA,2.8,0.29,"Trophic level estimated from a number of food items using a randomized resampling routine.",11.2,0.871,NA,NA
"1044","Leuciscidae","Notropis","buccula","Notropis buccula",NA,"Y",NA,2834,3814,"Smalleye shiner",1,0,0,NA,10,7.09999990463257,"TL",4.40000009536743,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","Leuciscidae","Notropis","cummingsae","Notropis cummingsae",NA,"Y",NA,2852,5723,"Dusky shiner",1,0,0,NA,10,7.19999980926514,"TL",4.5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","Leuciscidae","Notropis","dorsalis","Notropis dorsalis",NA,"Y","Y",2853,5723,"Bigmouth shiner",1,0,0,NA,10,8,"TL",NA,NA,NA,NA,NA,NA,NA,2.86,0.35,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1047","Leuciscidae","Notropis","girardi","Notropis girardi",NA,"Y",NA,2861,5723,"Arkansas River shiner",1,0,0,NA,10,8,"TL",3.5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","Leuciscidae","Notropis","heterodon","Notropis heterodon",NA,"Y","Y",2864,5723,"Blackchin shiner",1,0,0,3,10,7.09999990463257,"TL",5.59999990463257,"TL",NA,NA,NA,NA,NA,3.33,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1049","Leuciscidae","Notropis","lutipinnis","Notropis lutipinnis",NA,"Y",NA,2875,5723,"Yellowfin shiner",1,0,0,NA,10,7.5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","Leuciscidae","Notropis","nubilus","Notropis nubilus",NA,"Y",NA,2880,5723,"Ozark minnow",1,0,0,4,10,9.30000019073486,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","Leuciscidae","Notropis","oxyrhynchus","Notropis oxyrhynchus",NA,"Y",NA,2882,3814,"Sharpnose shiner",1,0,0,NA,10,9.5,"SL",4,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","Leuciscidae","Notropis","rubellus","Notropis rubellus",NA,"Y","Y",2893,5723,"Rosyface shiner",1,0,0,3,10,11,"TL",6.65000009536743,"TL",NA,NA,NA,NA,NA,3.08,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1053","Leuciscidae","Notropis","stramineus","Notropis stramineus",NA,"Y","Y",2905,3814,"Sand shiner",1,0,0,3,10,8.19999980926514,"TL",4.40000009536743,"TL",NA,NA,NA,NA,NA,2.37,0.2,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1054","Leuciscidae","Notropis","telescopus","Notropis telescopus",NA,"Y",NA,2906,5723,"Telescope shiner",1,0,0,NA,10,11.5,"TL",6.44999980926514,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","Leuciscidae","Notropis","topeka","Notropis topeka",NA,"Y",NA,2908,3814,"Topeka shiner",1,0,0,3,10,7.59999990463257,"TL",4.5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","Leuciscidae","Orthodon","microlepidotus","Orthodon microlepidotus",NA,"Y",NA,2920,5723,"Sacramento blackfish",1,1,0,5,42,55,"TL",35,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","Cyprinidae","Parabramis","pekinensis","Parabramis pekinensis",NA,"Y",NA,282,13397,"White amur bream",1,1,0,17,65.61,55,"TL",8.5,"SL",4100,"highly commercial",NA,NA,NA,2,0,"Trophic level and s.e. inferred from exclusive plant/detritus food items.",56.72,0.123,4.63862048458375,0.0381837661840736
"1058","Leuciscidae","Phenacobius","mirabilis","Phenacobius mirabilis",NA,"Y","Y",2923,86798,"Suckermouth minnow",1,0,0,3,10,12,"TL",4.55000019073486,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","Leuciscidae","Phoxinus","phoxinus","Phoxinus phoxinus",NA,"Y",NA,4661,59043,"Eurasian minnow",1,1,0,11,24.18,14,"TL",7,"TL",NA,"minor commercial",3.2,0.36,"Troph of juv./adults from 1 study.",3.27,0.48,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.457453333333333,NA,0.160295528737808
"1060","Leuciscidae","Pimephales","notatus","Pimephales notatus",NA,"Y","Y",2931,3814,"Bluntnose minnow",1,0,0,5,10,11,"TL",6.5,"TL",NA,NA,2.66,0.135,"Troph of juv./adults from 3 studies.",2.41,0.2,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1061","Leuciscidae","Pimephales","promelas","Pimephales promelas",NA,"Y","Y",4785,86798,"Fathead minnow",1,0,0,5,16.57,10.1000003814697,"TL",7.25,"TL",NA,"commercial",2.42,0.103,"Troph of adults from 3 studies.",3.13,0.39,"Trophic level estimated from a number of food items using a randomized resampling routine.",6.14333333333333,0.736666666666667,0.265769323537035,0.245831920899897
"1062","Leuciscidae","Pimephales","vigilax","Pimephales vigilax",NA,"Y","Y",2934,5723,"Bullhead minnow",1,0,0,NA,10,9.19999980926514,"TL",5.69999980926514,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","Leuciscidae","Plagopterus","argentissimus","Plagopterus argentissimus",NA,"Y",NA,2935,86798,"Woundfin",1,0,0,4,10,10,"SL",NA,NA,NA,NA,3.1,0.097,"Troph of juv./adults from 7 studies.",NA,NA,NA,NA,NA,NA,NA
"1064","Leuciscidae","Pogonichthys","macrolepidotus","Pogonichthys macrolepidotus",NA,"Y",NA,2937,86798,"Splittail",1,1,0,5,34,44,"TL",30,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","Leuciscidae","Ptychocheilus","grandis","Ptychocheilus grandis",NA,"Y",NA,2938,5723,"Sacramento pikeminnow",1,0,0,9,84,140,"TL",40,"TL",NA,"minor commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","Leuciscidae","Rhinichthys","atratulus","Rhinichthys atratulus",NA,"Y","Y",2943,86798,"Blacknose dace",1,0,0,3,10,12.3999996185303,"TL",5.69999980926514,"TL",NA,NA,NA,NA,NA,3.05,0.39,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1067","Leuciscidae","Rhinichthys","cataractae","Rhinichthys cataractae",NA,"Y","Y",2944,86798,"Longnose dace",1,0,0,5,12.5,22.5,"TL",9.44999980926514,"TL",NA,"commercial",NA,NA,NA,3.2,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1068","Leuciscidae","Rhinichthys","cobitis","Rhinichthys cobitis",NA,"Y",NA,2956,86798,"Loach minnow",1,0,0,5,10,6,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","Leuciscidae","Rhinichthys","osculus","Rhinichthys osculus",NA,"Y",NA,2947,86798,"Speckled dace",1,0,0,NA,10,11,"TL",6.25,"TL",NA,NA,NA,NA,NA,2.93,0.36,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1070","Cyprinidae","Rhodeus","amarus","Rhodeus amarus",NA,"Y",NA,4483,59043,"European bitterling",1,0,0,5,36.61,11.1999998092651,"TL",5,"TL",NA,"of no interest",NA,NA,NA,2.95,0.34,"Trophic level estimated from a number of food items using a randomized resampling routine.",10.7333333333333,0.766666666666667,1.20554275466834,0.473532821812103
"1071","Cyprinidae","Schizothorax","kozlovi","Schizothorax kozlovi",NA,"Y",NA,14462,32617,NA,1,0,0,NA,45.77,52.7999992370605,"SL",NA,NA,1919.40002441406,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","Leuciscidae","Siphateles","bicolor","Siphateles bicolor",NA,"Y",NA,2757,86798,"Tui chub",1,0,0,NA,48.72,45,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.685,0.26,11.3773481092915,0.0989949493661167
"1073","Cyprinidae","Spinibarbus","sinensis","Spinibarbus sinensis",NA,"Y",NA,62460,45620,NA,1,0,0,NA,44.4,61,"TL",NA,NA,2850,NA,NA,NA,NA,2.63,0.27,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1074","Cyprinidae","Tanichthys","albonubes","Tanichthys albonubes",NA,"Y",NA,4758,44416,"White cloud mountain minnow",1,0,0,NA,10,4,"TL",2.09999990463257,"SL",NA,"highly commercial",NA,NA,NA,2.74,0.31,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"1075","Cyprinodontidae","Cyprinodon","artifrons","Cyprinodon artifrons",NA,"Y",NA,57257,50471,"Yucatan pupfish",1,1,1,NA,10,6,"TL",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","Cyprinodontidae","Cyprinodon","bovinus","Cyprinodon bovinus",NA,"Y",NA,3169,27139,"Leon Springs pupfish",1,0,0,NA,10,5.59999990463257,"TL",3.75,"TL",NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","Cyprinodontidae","Cyprinodon","dearborni","Cyprinodon dearborni",NA,"Y",NA,49548,50471,NA,1,0,0,NA,10,4,"TL",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","Cyprinodontidae","Cyprinodon","elegans","Cyprinodon elegans",NA,"Y",NA,3171,5723,"Comanche Springs pupfish",1,0,0,NA,10,6.19999980926514,"TL",3.75,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","Cyprinodontidae","Cyprinodon","macularius","Cyprinodon macularius",NA,"Y",NA,3174,27139,"Desert pupfish",1,0,0,2,10,5,"TL",NA,NA,NA,"of no interest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","Cyprinodontidae","Cyprinodon","nevadensis","Cyprinodon nevadensis",NA,"Y",NA,3175,86798,"Amargosa pupfish",1,0,0,NA,10,7.80000019073486,"TL",4.5,"TL",NA,"commercial",2.05,0,"Troph of juv./adults from 1 study.",NA,NA,NA,NA,NA,NA,NA
"1081","Cyprinodontidae","Cyprinodon","rubrofluviatilis","Cyprinodon rubrofluviatilis",NA,"Y",NA,3178,5723,"Red River pupfish",1,0,0,NA,10,6,"TL",3.25,"TL",NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","Cyprinodontidae","Cyprinodon","salinus","Cyprinodon salinus",NA,"Y",NA,3179,86798,"Salt Creek pupfish",1,1,0,NA,10,7.80000019073486,"TL",3.70000004768372,"TL",NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","Cyprinodontidae","Cyprinodon","variegatus","Cyprinodon variegatus",NA,"Y",NA,3181,86798,"Sheepshead minnow",1,1,1,NA,10,9,"TL",3,"TL",NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
